Soil;G;qt ;fs;u;gamma;mq;Rf
Clay;"1,95";"1194,9";"19,73";"28,79";"12,79";"362,0909091";"1,6511842"
Clay;"2,6";"736,14";"11,67";"33,18";"16,3";"184,035";"1,585296275"
Clay;"2,54";"598,77";"12,55";"33,85";"15,08";"133,06";"2,095963392"
Clay;"2,58";"985,05";"14,81";"38,24";"16,88";"197,01";"1,503476981"
Clay;"1,69";"847,35";"14,38";"46,37";"10,86";"147,3652174";"1,697055526"
Clay;"2,47";"796,1";"11,88";"45,71";"18,98";"132,6833333";"1,49227484"
Clay;"2,65";"712,26";"12,35";"53,41";"15,79";"109,5784615";"1,73391739"
Clay;"2,66";"903,47";"9,86";"55,16";"16,24";"129,0671429";"1,091347803"
Clay;"2,74";"1452,21";"22,24";"45,71";"15,34";"188,5987013";"1,531458949"
Clay;"2,28";"1293,24";"20,13";"39,56";"11,07";"155,8120482";"1,556555628"
Clay;"2,5";"1293,24";"20,13";"41,09";"13,8";"143,6933333";"1,556555628"
Clay;"2,5";"1179,94";"20,13";"49,56";"14,35";"121,643299";"1,70601895"
Clay;"2,35";"1098,27";"18,53";"79,56";"11,79";"109,827";"1,687198958"
Clay;"2,66";"941,13";"14,35";"79,56";"12,09";"91,37184466";"1,524762785"
Clay;"2,62";"992,38";"10,89";"187,91";"15,28";"90,21636364";"1,097361898"
Clay;"2,66";"1033,16";"11,18";"236,81";"15,54";"87,5559322";"1,082117"
Clay;"2,62";"951,94";"10,96";"248,35";"18,27";"77,39349593";"1,151333067"
Clay;"2,57";"1107,42";"11,4";"238,46";"17,29";"85,18615385";"1,029419732"
Clay;"2,6";"1071,52";"11,46";"196,81";"14,29";"77,08776978";"1,069508735"
Clay;"2,65";"1088,25";"11,36";"201,98";"17,29";"76,1013986";"1,043877785"
Clay;"2,64";"1113,35";"11,52";"227,25";"15,38";"75,22635135";"1,034715049"
Clay;"2,6";"1079,87";"11,52";"245,49";"18,27";"71,99133333";"1,066795077"
Clay;"2,53";"1008,41";"11,32";"265,06";"16,92";"65,05870968";"1,122559276"
Clay;"2,64";"1087,03";"11,65";290;"17,6";"66,68895706";"1,071727551"
Clay;"2,62";"1094,35";"12,13";"297,25";"16,2";"64,37352941";"1,108420524"
Clay;"2,72";"856,2";"9,77";0;"15,79";"48,1011236";"1,141088531"
Clay;"2,24";"84,438";"8,87";"46,89";"11,81";"84,438";"10,50474905"
Clay;"1,45";"110,22";"10,34";"41,72";"11,52";"73,48";"9,381237525"
Clay;"2,43";"99,35";"10,29";"52,73";"13,91";"49,675";"10,3573226"
Clay;"2,41";"114,17";"10,35";"58,24";"15,6";"45,668";"9,065428747"
Clay;"2,27";"246,49";"11,64";"47,59";"14,25";"82,16333333";"4,722301108"
Clay;"2,1";"124,21";"15,18";"48,33";"14,4";"35,48857143";"12,22123823"
Clay;"2,64";"110,58";"5,81";"70,73";"15,8";"27,645";"5,254114668"
Clay;"1,65";"159,39";"10,34";"69,81";"13,39";"35,42";"6,487232574"
Clay;"2,62";"155,89";"10,96";"90,39";"17,99";"31,178";"7,030598499"
Clay;"2,3";"149,63";"7,33";"86,15";"12,61";"27,20545455";"4,898750251"
Clay;"2,03";"148,15";"5,97";"106,89";"11,73";"24,69166667";"4,029699629"
Clay;"2,38";"162,88";"6,25";"118,46";"13,6";"25,05846154";"3,837180747"
Clay;"2,09";"179,83";"6,44";"121,95";"17,15";"25,69";"3,581159984"
Clay;"2,03";"171,91";"5,53";"122,49";"12,61";"22,92133333";"3,216799488"
Clay;"2,24";"789,74";"22,78";"72,18";"11,81";"789,74";"2,884493631"
Clay;"1,45";"475,58";"20,3";"79,29";"11,52";"317,0533333";"4,268472181"
Clay;"2,43";"205,79";"6,35";"89,93";"13,91";"102,895";"3,085669858"
Clay;"2,41";"167,67";"3,49";"86,11";"15,6";"67,068";"2,081469553"
Clay;"2,27";"145,94";"4,04";"96,41";"14,25";"48,64666667";"2,768260929"
Clay;"2,1";"130,47";"3,5";"100,59";"14,4";"37,27714286";"2,682609029"
Clay;"2,64";"133,97";"3,38";"101,96";"15,8";"33,4925";"2,5229529"
Clay;"1,65";"134,16";"3,54";"112,57";"13,39";"29,81333333";"2,638640429"
Clay;"2,62";"135,45";"3,95";"125,55";"17,99";"27,09";"2,916205242"
Clay;"2,3";"221,82";"4,36";"137,37";"12,61";"40,33090909";"1,965557659"
Clay;"2,03";"238,76";"6,06";"161,52";"11,73";"39,79333333";"2,538113587"
Clay;"2,38";"200,82";"4,47";"169,45";"13,6";"30,89538462";"2,225873917"
Clay;"2,09";"208,19";"4,06";"176,91";"17,15";"29,74142857";"1,950141697"
Clay;"2,03";"197,51";"5,05";"193,27";"12,61";"26,33466667";"2,556832565"
Clay;"2,19";"207,45";"3,83";"166,25";"12,08";"25,93125";"1,846228007"
Clay;"2,41";"220,34";"4,73";"223,28";"12,78";"25,92235294";"2,1466824"
Clay;"2,47";"228,07";"5,51";"229,53";"15,64";"25,34111111";"2,415924935"
Clay;"2,62";"237,86";"5,83";"247,22";"15,91";"25,03789474";"2,451021609"
Clay;"2,64";"269,69";"6,49";"260,18";"17,68";"26,969";"2,406466684"
Clay;"2,58";"290,68";"6,88";"284,58";"18,94";"27,68380952";"2,366863905"
Clay;"2,62";"347,57";"6,1";"310,14";"15,13";"28,25772358";"1,75504215"
Clay;"2,55";"374,48";"7,45";"342,6";"13,49";"27,23490909";"1,989425336"
Clay;"2,45";"414,44";"6,59";"334,43";"13,45";"28,58206897";"1,590097481"
