Soil;G;qt ;fs;u;gamma;mq;Rf
Clay;"2,77";"630,6569343";"8,861538462";"387,0967742";"15,54845059";"83,17359568";"1,405128205"
Clay;"2,77";"656,9343066";"9,830769231";"393,5483871";"15,57946785";"80,78516473";"1,496461538"
Clay;"2,77";"665,6934307";"9,692307692";"412,9032258";"15,608761";"76,68114201";"1,45597166"
Clay;"2,77";"683,2116788";"9,415384615";"419,3548387";"15,63652779";"74,01459854";"1,378106509"
Clay;"2,77";"700,729927";"9,415384615";"445,1612903";"15,66293303";"71,64766669";"1,343653846"
Clay;"2,77";"718,2481752";"9,692307692";"477,4193548";"15,68811563";"69,53253611";"1,349437148"
Clay;"2,77";"762,0437956";"10,52307692";"490,3225806";"15,7121938";"70,0464499";"1,380901857"
Clay;"2,77";"779,5620438";"10,66153846";"496,7741935";"15,733004";"68,54120385";"1,367631806"
Clay;"2,77";"788,3211679";"10,93846154";"509,6774194";"15,75742897";"65,81396906";"1,387564103"
Clay;"2,77";"823,3576642";"11,49230769";"529,0322581";"15,77875021";"65,72416443";"1,395785597"
Clay;"2,77";"840,8759124";"11,35384615";"535,483871";"15,79929975";"64,30227565";"1,350240385"
Clay;"2,77";"840,8759124";"11,63076923";"554,8387097";"15,81913671";"61,70944196";"1,383173077"
Clay;"2,77";"893,4306569";"11,63076923";"561,2903226";"15,8383135";"63,02495332";"1,301809955"
Clay;"2,77";"928,4671533";"12,32307692";"587,0967742";"15,85504686";"63,28877225";"1,327249637"
Organic clay;"2,58";310;"5,081280732";"151,0926264";"12,92335329";"61,69594916";"1,639122817"
Organic clay;"2,58";280;"3,287875724";"131,853226";"12,51215569";"45,20036074";"1,17424133"
Organic clay;"2,58";295;"2,854084009";"155,341452";"12,68838323";"41,67953331";"0,967486105"
Organic clay;"2,58";310;"2,834341526";"169,0055155";"11,86598802";"38,49704897";"0,914303718"
Organic clay;"2,58";285;"2,779216109";"165,9036733";"12,74712575";"35,04881086";"0,975163547"
Organic clay;"2,58";310;"2,436163725";"202,9263038";"12,62964072";"31,5286871";"0,785859266"
Organic clay;"2,58";345;"2,512063923";"193,1919053";"13,7457485";"33,0939669";"0,72813447"
Organic clay;"2,58";380;"2,720856911";"243,4696748";"14,27443114";"32,10316337";"0,716014977"
Organic clay;"2,58";395;"2,515241636";"270,4088248";"14,5094012";"31,44066561";"0,636770034"
Organic clay;"2,58";420;"2,662065338";"290,6156808";"14,03946108";"31,29764029";"0,633825081"
Organic clay;"2,58";420;"2,591149465";"310,7128253";"14,80311377";"30,054801";"0,616940349"
Organic clay;"2,58";480;"3,253864606";"314,5627001";"14,74437126";"31,24111027";"0,67788846"
Organic clay;"2,58";515;"3,816915941";"368,1617346";"14,45065868";"30,37895776";"0,741148726"
Organic clay;"2,58";545;"3,729084431";"371,6824751";"15,15556886";"31,92727357";"0,684235675"
Organic clay;"2,58";610;"4,294300723";"405,3938143";"14,33317365";"33,23659249";"0,703983725"
Organic clay;"2,58";700;"5,250015317";"455,4920559";"13,7457485";"35,81911845";"0,750002188"
Organic clay;"2,51";"184,2635";"6,044384535";"111,0687";"12,756";"43,8722619";"3,280294"
Organic clay;"2,51";"198,4262";"7,762702804";"131,3569";"12,936";"38,15888462";"3,912136"
Organic clay;"2,51";"234,2492";"10,72563137";"163,0975";"13,116";"37,78212903";"4,578727"
Organic clay;"2,51";"257,0681";"9,726343799";"173,5838";"13,296";"35,70390278";"3,783567"
Organic clay;"2,51";"290,3882";"12,80952587";"203,9845";"13,476";"35,41319512";"4,411173"
Organic clay;"2,51";"317,9936";"11,50909785";"217,1144";"13,656";"34,56452174";"3,619286"
Organic clay;"2,6";"364,1102172";"5,07475";"140,1385858";"15,87";"108,6041475";"1,393740071"
Organic clay;"2,6";"343,3793721";"6,3195";"146,5968607";"16,2792888";"86,66367077";"1,840384284"
Organic clay;"2,6";"302,9297196";"6,128";"154,998598";"16,23214801";"72,54835109";"2,022911456"
Clay;"2,66";"333,3333333";"8,256880734";"237,037037";"15,33805071";"43,90507012";"2,47706422"
Clay;"2,64";"370,3703704";"10,09174312";"251,8518519";"15,60930145";"45,47231998";"2,724770642"
Clay;"2,64";"407,4074074";"9,633027523";"281,4814815";"15,54594744";"47,92335688";"2,364470392"
Sand;"2,76";11111;61;91;"19,22139955";"987,6444444";"0,54900549"
Sand;"2,76";10015;77;93;"19,18436762";"859,6566524";"0,76884673"
Sand;"2,76";8123;44;65;"19,51157068";"660,4065041";"0,541671796"
Sand;"2,76";7666;45;97;"19,66638298";"598,90625";"0,587007566"
Sand;"2,76";5460;21;0;"19,85638554";"1569,752388";"0,384615385"
Sand;"2,76";"6207,644";21;"38,22";"18,58736842";"1310,873408";"0,338292595"
Sand;"2,76";"3329,996";25;"49,98";"19,97890244";"535,3077453";"0,750751653"
Sand;"2,76";"5739,792";31;"148,96";"18,58736842";"532,3941519";"0,540089258"
Sand;"2,76";"11010,384";43;"101,92";"19,62";"794,8414995";"0,390540421"
Sand;"2,76";18892;"55,9";"22,9";"17,79553036";"2289,939394";"0,295892441"
Sand;"2,76";"9982,787382";"43,05062711";"64,135136";"19,67";"971,4916985";"0,431248563"
Sand;"2,76";"13798,46361";"49,68138273";"72,61717874";"18,14204353";"1052,953777";"0,360050105"
Sand;"2,76";"11543,50436";"51,26914101";"72,39291321";"18,40359587";"817,5653555";"0,444138447"
Sand;"2,76";"17694,8904";"51,06933922";"97,63880434";"18,12235815";"1175,546079";"0,288610656"
Sand;"2,76";"9704,516719";"37,90906088";"95,34008266";"17,89490838";"562,1441606";"0,390633166"
Sand;"2,76";"7521,38296";"95,63845998";"44,19953225";"18,19453968";"410,086848";"1,271554188"
Sand;"2,76";10353;"24,7";"27,5";"17,42178457";"1418,219178";"0,23857819"
Sand;"2,76";15834;149;"55,3";"17,42288373";"1954,814815";"0,94101301"
Sand;"2,76";9995;101;60;"17,64665727";"916,9724771";"1,010505253"
Sand;"2,76";11406;100;"82,3";"17,39919206";"898,1102362";"0,876731545"
Sand;"2,76";"30019,92509";"312,3342175";"44,27797834";"20,71";"6779,877089";"1,040423041"
Sand;"2,76";11282;"29,3332";"4,5";"17,89623871";"3760,666667";"0,26"
Sand;"2,76";"4942,472781";"18,64913496";"73,58";"16,54996468";"494,2472781";"0,377323979"
Sand;"2,76";"2067,332";"8,5025568";"24,092484";"18,97290859";"533,5050323";"0,411281633"
Sand;"2,76";"2275,8174";"10,50863";"85,778499";"18,9750092";"232,8201944";"0,461751896"
Sand;"2,76";"2496,235318";"9,950372278";"82,29454007";"16,38811023";"249,6235318";"0,398615155"
Sand;"2,76";"2524,0515";"10,141147";"97,500055";"18,91170929";"212,1051681";"0,40178051"
Sand;"2,76";"3283,1654";"12,207126";"123,95172";"19,12590684";"237,9105362";"0,371809657"
Sand;"2,76";"4013,7608";"18,730595";"146,3096";"19,04129762";"250,4686927";"0,466659473"
Sand;"2,76";"4832,6283";"24,664347";"136,22003";"19,1380774";"268,47935";"0,510371282"
Sand;"2,76";"6347,678";"17,67151";"189,96673";"19,48034736";"320,9950948";"0,278393296"
Sand;"2,76";"9413,0048";"41,14368";"200,71558";"20,00417957";"432,7818299";"0,437094008"
Sand;"2,76";"9389,3653";"48,667371";"198,45856";"20,14372956";"394,9259853";"0,518324396"
Sand;"2,76";"1611,870339";"12,09237871";"53,9";"15,82836752";"322,3740678";"0,750207906"
Sand;"2,76";"8411,264133";"30,2226803";"124,3";"17,25080767";"580,0871816";"0,359311987"
Sand;"2,76";6500;"162,5";0;"18,1";"2096,774194";"2,5"
Sand;"2,76";9800;"176,4";"39,1";"20,482";"830,5084746";"1,8"
Sand;"2,76";"3860,751999";"15,16614535";"58,9";"16,70796976";"482,5939999";"0,39282879"
Sand;"2,76";"5806,003393";"21,98753701";78;"17,02051695";"552,9527041";"0,378703482"
Sand;"2,76";"16432,89009";"115,0098019";120;"17,29676318";"513,5278153";"0,699875684"
Sand;"2,76";"2858,583801";"35,67274096";"54,45988998";18;"514,9240496";"1,247916571"
Sand;"2,76";10500;100;0;20;10500;"0,952380952"
Sand;"2,76";12200;104;0;20;12200;"0,852459016"
Sand;"2,76";15200;145;0;20;6080;"0,953947368"
Sand;"2,76";15100;145;0;20;6040;"0,960264901"
Sand;"2,76";19500;200;0;20;3900;"1,025641026"
Sand;"2,76";19700;201;0;20;3940;"1,020304569"
Sand;"2,76";"6627,906977";"48,46417529";"1,470869973";"19,208";"3248,974008";"0,731213873"
Sand;"2,76";"10072,67442";"65,56324775";"6,344931976";"18,69945946";"3981,294237";"0,650902084"
Sand;"2,76";7776;"55,9";"12,6";"16,82712962";"2019,74026";"0,718878601"
Sand;"2,65";"21584,53615";"143,4599156";"462,9943503";"18,25";"472,1027155";"0,664642106"
Sand;"2,65";"18516,01749";"90,29535865";"466,2711864";"18,60653699";"403,6629059";"0,487660798"
Sand;"2,65";"22427,77234";"221,9409283";"496,779661";"18,25";"455,5712439";"0,989580797"
Sand;"2,65";"24895,14634";"266,6666667";"500,0847458";"20,45190913";"504,1544419";"1,071159265"
Sand;"2,65";"16459,19793";"134,1772152";"537,4576271";"18,4";"311,255634";"0,815211141"
Sand;"2,65";"19669,2987";"171,3080169";"540,8757062";"21,81613278";"370,7690612";"0,870941153"
Sand;"2,65";"21724,54114";"212,6582278";"571,4124294";"18,38";"383,2164604";"0,978884785"
Sand;"2,65";"8740,875037";"73,10043958";"534,7012818";"16,85";"145,1972598";"0,836305739"
Sand;"2,65";"10537,32121";"103,9797498";"556,2754329";"18,0592565";"174,6034998";"0,986775934"
Sand;"2,65";"11822,17054";"107,7956494";"375,5537452";"17,85";"185,1263786";"0,911809291"
Sand;"2,65";"13635,1059";"141,9368363";"451,3543308";"18,49121429";"213,015246";"1,040966146"
Sand;"2,65";"15493,18876";"147,935411";"551,2755967";"18,97209833";"228,9521023";"0,954841597"
Sand;"2,65";"17530,13318";"131,2936138";"455,6668156";"18,53";"258,4802887";"0,748959591"
Sand;"2,65";81000;"638,46";477;"20,94";"1698,113208";"0,788222222"
Sand;"2,65";102000;"713,94";513;"20,33";"1988,304094";"0,699941176"
Sand;"2,65";98000;"969,14";543;"20,7";"1804,788214";"0,988918367"
Sand;"2,65";118000;"1401,86";707;"20,44";"1669,024045";"1,188016949"
Sand;"2,65";95000;"1125,1";745;"20,04";"1275,167785";"1,184315789"
Sand;"2,65";112000;"1126,56";792;"20,23";"1414,141414";"1,005857143"
Sand;"2,65";18400;150;-750;"17,9";"338,8581952";"0,815217391"
Sand;"2,65";16800;265;-700;"17,4";"274,5098039";"1,577380952"
Sand;"2,65";16500;210;-1000;"17,9";"248,1203008";"1,272727273"
Sand;"2,65";23000;270;-500;"17,7";"323,943662";"1,173913043"
Sand;"2,65";"45500,58492";"688,9179652";"51,86792453";"21,50145094";"8772,3936";"1,514085954"
Sand;"2,65";"47262,98111";"678,2683237";"74,50943396";"21,45843208";"6343,221066";"1,435094249"
Sand;"2,65";"41953,36878";"741,387081";"97,90566038";"21,41397925";"4285,081027";"1,767169366"
Sand;"2,65";"35763,85559";"738,4594686";"104,6981132";"21,40107358";"3415,902588";"2,064820631"
Sand;"2,65";"45334,90856";"578,3383123";"126,5849057";"21,35948868";"3581,383445";"1,27570195"
Sand;"2,65";"59914,79899";"313,848635";"149,9811321";"21,31503585";"3994,822426";"0,523824899"
Sand;"2,65";"59319,92078";"374,7511018";"172,6226415";"21,27201698";"3436,392831";"0,631745789"
Sand;"2,65";"52093,35511";"287,2142105";"202,8113208";"21,21465849";"2568,56249";"0,551345195"
Sand;"2,65";"46194,6095";"235,470559";"225,4528302";"21,17163962";"2048,970042";"0,509736009"
Sand;"2,65";"52522,37164";"343,3022564";"255,6415094";"21,11428113";"2054,532214";"0,653630531"
Sand;"2,65";"41461,52866";"174,504145";"300,9245283";"21,0282434";"1377,80489";"0,420882082"
Sand;"2,65";"31290,2232";"188,9018623";"323,5660377";"20,98522453";"967,0428768";"0,6037089"
Sand;"2,65";"28336,03206";"180,0629772";"354,509434";"20,92643208";"799,3026235";"0,635455864"
Sand;"2,65";"30982,40615";"137,6163231";"377,1509434";"20,88341321";"821,4855801";"0,444175712"
Sand;"2,65";"38783,46479";"199,5693138";"407,3396226";"20,82605472";"952,1161861";"0,514573195"
Sand;"2,65";"34507,38386";"215,3412114";"421,6792453";"20,79880943";"818,332518";"0,624043863"
Sand;"2,7";"4060,666667";"66,43666667";0;"16,20072081";"783,9124839";"1,636102446"
Sand;"2,7";"5509,333333";"97,90666667";0;"15,58789044";"582,9982363";"1,777105518"
Sand;"2,7";"6623,666667";"124,1316667";0;"17,39495435";"587,725525";"1,874062704"
Sand;"2,7";"6745,666667";"155,6016667";0;"16,2478616";"481,1459819";"2,306690715"
Sand;"2,7";7173;"155,6016667";0;"16,86069198";"452,555205";"2,169269018"
Sand;"2,7";"15019,1535";"49,31125";"239,0542177";"18,0856054";"1656,398072";"0,328322432"
Sand;"2,7";"5266,4415";"63,09925";"533,8716735";"19,53136403";"418,8895651";"1,19813825"
Sand;"2,7";"5098,496";"86,941";"819,0690748";"18,79593674";"332,9054384";"1,705228365"
Sand;"2,7";"7083,68075";"75,92975";"384,0372585";"18,31346726";"358,9485018";"1,071896838"
Sand;"2,7";"17000,221";"47,492";"334,1659592";"18,94207754";"799,6921117";"0,279361074"
Sand;"2,7";"16894,22575";"111,6445";"-11,66672789";"20,25466713";"646,4210042";"0,660844135"
Sand;"2,7";"7384,33575";"108,86775";"973,7686463";"19,29257235";"226,964492";"1,474306609"
Sand;"2,7";"9422,183";"70,089";"1033,363367";"19,48567881";"267,0817848";"0,7438722"
Sand;"2,7";"12446,351";"40,981";"65,34883673";"18,26689655";"1617,286243";"0,329261163"
Sand;"2,7";"9442,099";"54,1945";"18,48897279";"18,57906089";"684,6455572";"0,573966657"
Sand;"2,7";"7886,83175";"54,86475";"125,7911701";"19,13509506";"468,3649473";"0,695650063"
Sand;"2,7";"18942,031";"64,9185";"26,15193878";"19,05138313";"1006,474659";"0,34272196"
Sand;"2,7";"15002,3015";"35,71475";"166,9865034";"18,70534884";"705,7097768";"0,238061807"
Sand;"2,7";"18964,4365";"59,46075";"-36,48178231";"18,80902871";"826,8856218";"0,313538185"
Sand;"2,7";"7227,30575";"101,20775";"417,0803537";"18,67980108";"237,7269736";"1,400352407"
Sand;"2,7";"9323,65625";"44,811";"899,2476803";"19,73442276";"278,7378007";"0,480616175"
Sand;"2,7";"4028,571429";"74,84908611";-70;"18,78095212";"230,2040816";"1,857956038"
Sand;"2,7";"4885,714286";"47,0259092";"-26,66666667";"18,60124934";"271,4285714";"0,962518609"
Sand;"2,7";"4885,714286";"44,41169479";"16,66666667";"18,74729904";"264,0926641";"0,909011297"
Sand;"2,7";3500;"31,5";-40;"18,86618997";1000;"0,9"
Sand;"2,7";5100;"61,2";-45;"19,17089355";"467,8899083";"1,2"
Sand;"2,7";13000;80;-72;"19,2";"1984,732824";"0,615384615"
Sand;"2,7";16000;100;-57;"18,9";"2318,84058";"0,625"
Clay;"2,43";"2633,125";"35,4275";"1178,6825";"18,85631908";"109,4143834";"1,345454545"
Clay;"2,43";"2786,325";"25,8525";"458,6425";"19,17059106";"112,4194302";"0,927835052"
Clay;"2,43";"4911,975";"128,305";"2167,78";"18,07063912";"131,8379925";"2,61208577"
Clay;"2,43";"5371,575";"119,6875";"831,11";"17,75636713";"141,0585856";"2,228163993"
Clay;"2,43";"2001,175";"25,8525";"513,22";"18,85631908";"48,96516979";"1,291866029"
Clay;"2,43";"4325,69775";"54,1945";"2326,585354";"18,95559912";"108,9660825";"1,252849901"
Clay;"2,43";"4500,4415";"59,65225";"2339,409796";"18,04149062";"107,9792652";"1,325475512"
Clay;"2,43";"4223,43675";"52,75825";"2020,969456";"19,70263258";"110,6372635";"1,249178172"
Clay;"2,74";"3088,491245";"20,81667033";"1690,744921";"16,76";"212,0829778";"0,674007749"
Clay;"2,74";"3480,617335";"30,52027011";"2184,407796";"16,94";"231,9019588";"0,876863705"
Clay;"2,74";"4664,774931";"35,03532773";"2904,047976";"16,3";"272,111871";"0,751061482"
Clay;"2,74";"4539,208231";"35,26017573";"2823,088456";"16,91";"248,9652975";"0,776791324"
Clay;"2,74";"6196,467004";"38,83014557";"3893,553223";"16,52";"315,1194759";"0,626649759"
Clay;"2,74";"6863,881388";"51,05824514";"4109,445277";"17,29";"336,5776716";"0,743868407"
Clay;"2,74";"7820,874409";"41,74335073";"4721,13943";"17,51";"331,0359951";"0,533742758"
Clay;"2,74";"6940,970014";"34,29613085";"4262,368816";"17,46";"280,9440244";"0,494111497"
Clay;"2,74";"4624,021";"140,0217";"706,8448";"20,4048";"3302,872143";"3,028137199"
Clay;"2,74";"5019,657";"169,0256";"943,6329";"20,601";"2281,662273";"3,367273899"
Clay;"2,74";"4179,102";"116,1056";"846,7108";"20,1105";"1741,2925";"2,77824279"
Clay;"2,74";"4594,803";"162,1541";"854,8123";"20,7972";"1837,9212";"3,529076219"
Clay;"2,74";"4201,158";"157,1531";"763,2477";"20,8953";"1615,83";"3,740709109"
Clay;"2,74";"5385,04";"245,1323";"347,3973";"22,8573";"828,4676923";"4,552098035"
Clay;"2,74";"5132,545";"185,4287";"182,6006";"21,7782";"722,893662";"3,612802226"
Clay;"2,74";"5528,817";"248,9952";"540,1776";"22,2687";"757,3721918";"4,503589104"
Clay;"2,27";"67,76097027";"1,337491003";"51,65889995";"13,5";"44,57215147";"1,973836853"
Clay;"2,27";"106,1126957";"1,668663071";"82,50040859";"13,6";"34,89967104";"1,572538573"
Clay;"2,27";"160,1200069";"2,652151215";"113,3419172";"13,8";"35,10818087";"1,656352174"
Clay;"2,27";"207,966216";"3,877872396";"154,5921215";"15,26911756";"34,19926561";"1,864664593"
Clay;"2,27";"281,8882884";"4,712203931";"195,8423258";"15,36139694";"37,08437892";"1,671656513"
Clay;"2,27";"344,4273023";"6,180277954";"247,4928654";"15,45568241";"37,6235364";"1,794363546"
Clay;"2,27";"416,4474479";"6,977222702";"309,560461";"15,5479618";"39,01211501";"1,675414926"
Clay;"2,27";"491,3288735";"9,526269429";"340,4019696";"15,64024118";"40,28911558";"1,938878406"
Clay;"2,27";"559,0898438";"10,73329722";"392,0608696";"15,73252057";"40,76386172";"1,919780396"
Clay;"2,27";"626,8508141";"12,98382098";"443,7197695";"15,82479996";"41,1438646";"2,071277677"
Clay;"2,27";"685,1256905";"13,42676287";"484,9699738";"15,91707935";"40,88877568";"1,959751773"
Clay;"2,27";"722,5264525";"14,00037772";"526,2201781";"16,00935874";"39,53397049";"1,937697599"
Clay;"2,27";"780,7979012";"15,87832503";"567,462022";"16,1036442";"39,37578275";"2,033602423"
Clay;"2,27";"880,8244343";"19,06108439";"608,7205867";"16,19391752";"41,32105985";"2,164004953"
Clay;"2,27";"891,1781621";"16,87618838";"660,3711262";"16,28820298";"38,96729458";"1,893694112"
Clay;"2,27";"955,6225305";"19,29456215";"691,2126349";"16,38048237";"39,18066763";"2,019056848"
Clay;"2,27";"1012,946444";"18,67510492";"742,8715348";"16,47276176";"39,09419138";"1,843641886"
Clay;"2,27";"1058,882336";"18,68927038";"804,9391304";"16,56504115";"38,60214383";"1,764999731"
Clay;"2,27";"1133,763762";"20,97739068";"835,7806391";"16,65732053";"39,16158662";"1,850243533"
Clay;"2,27";"1194,404277";"21,4947156";"908,2569303";"16,74959992";"39,19784958";"1,799618104"
Clay;"2,27";"1247,460624";"21,67673106";"949,5071346";"16,84187931";"38,99359729";"1,737668559"
Clay;"2,27";"1286,751496";"22,54835944";"969,9315872";"16,93616477";"38,35928052";"1,752347638"
Clay;"2,27";"1343,124445";"22,82345132";"1031,999183";"17,02844416";"38,30387248";"1,699280466"
Clay;"2,27";"1397,131756";"23,28529636";"1062,840691";"17,12072355";"38,18840824";"1,666649996"
Clay;"2,27";"1471,062219";"26,98960888";"1104,090896";"17,21300294";"38,60499919";"1,834702063"
Clay;"2,27";"1533,60466";"25,19598272";"1155,749796";"17,30528233";"38,70223537";"1,642925544"
Clay;"2,27";"136,955814";"2,314116163";"89,5";"12,8956743";"32,9";"1,689680851"
Clay;"2,27";"169,855814";"2,870021163";111;"13,15012723";"32,9";"1,689680851"
Clay;"2,27";"202,755814";"3,425926163";"132,5";"13,18829517";"32,9";"1,689680851"
Clay;"2,27";"234,1255814";"3,955975116";153;"13,96437659";"32,9";"1,689680851"
Clay;"2,27";"254,7837209";"4,305031744";"166,5";"13,23918575";"32,9";"1,689680851"
Clay;"2,27";"258,6093023";"4,36967186";169;"13,36641221";"32,9";"1,689680851"
Clay;"2,27";"267,7906977";"4,52480814";175;"13,20101781";"32,9";"1,689680851"
Clay;"2,27";"287,6837209";"4,860936744";188;"13,18829517";"32,9";"1,689680851"
Clay;"2,27";"298,3953488";"5,04192907";195;"13,31552163";"32,9";"1,689680851"
Clay;"2,27";"300,6906977";"5,08071314";"196,5";"13,11195929";"32,9";"1,689680851"
Clay;"2,27";"333,5906977";"5,63661814";218;"13,50636132";"32,9";"1,689680851"
Clay;"2,27";"353,4837209";"5,972746744";231;"13,87531807";"32,9";"1,689680851"
Clay;"2,27";"366,4906977";"6,19252314";"239,5";"13,54452926";"32,9";"1,689680851"
Clay;"2,27";"397,8604651";"6,722572093";260;"13,54452926";"32,9";"1,689680851"
Clay;"2,27";"399,3906977";"6,74842814";261;"13,40458015";"32,9";"1,689680851"
Clay;"2,27";"450,6534884";"7,614605698";"294,5";"13,83715013";"32,9";"1,689680851"
Clay;"2,27";"466,7209302";"7,886094186";305;"13,53180662";"32,9";"1,689680851"
Clay;"2,27";"491,9697674";"8,312718953";"321,5";"13,09923664";"32,9";"1,689680851"
Clay;"2,27";"495,7953488";"8,37735907";324;"13,20101781";"32,9";"1,689680851"
Clay;"2,27";"531,755814";"8,984976163";"347,5";"12,99745547";"32,9";"1,689680851"
Clay;"2,27";"564,655814";"9,540881163";369;"13,35368957";"32,9";"1,689680851"
Clay;"2,27";"587,6093023";"9,92872186";384;"13,40458015";"32,9";"1,689680851"
Clay;"2,27";"591,4348837";"9,993361977";"386,5";"13,40458015";"32,9";"1,689680851"
Clay;"2,27";"592,9651163";"10,01921802";"387,5";"13,31552163";"32,9";"1,689680851"
Clay;"2,27";"592,9651163";"10,01921802";"387,5";"13,50636132";"32,9";"1,689680851"
Clay;"2,27";"144,1441441";"3,891891892";"72,07207207";"15,48546244";"61,71171171";"2,7"
Clay;"2,27";"279,2792793";"7,648648649";"126,1261261";"15,93678117";"53,14064064";"2,738709677"
Clay;"2,27";"405,4054054";"10,69369369";"234,2342342";"16,14185614";"54,45151033";"2,637777778"
Clay;"2,27";"522,5225225";"13,67567568";"315,3153153";"16,33884287";"50,76991886";"2,617241379"
Clay;"2,27";"639,6396396";"16,72972973";"387,3873874";"16,46286593";"50,94804106";"2,615492958"
Clay;"2,27";"702,7027027";"18,3963964";"423,4234234";"16,595973";"45,41050484";"2,617948718"
Clay;"2,27";"792,7927928";"20,68468468";"486,4864865";"16,68164074";"44,88124488";"2,609090909"
Clay;"2,27";"909,9099099";"23,45045045";"594,5945946";"16,76783494";"45,16581799";"2,577227723"
Clay;"2,27";"354,0540044";"5,42902572";"204,932479";"16,61502086";"70,64018575";"1,533389159"
Clay;"2,27";"389,1662777";"5,372092734";"265,0716412";"16,69978878";"64,80626266";"1,380410648"
Clay;"2,27";"443,5181646";"5,817251798";"300,3619353";"17,16623921";"63,14647201";"1,311615231"
Clay;"2,27";"695,3538232";"7,282137684";"450,6911935";"17,29287551";"57,87512929";"1,047256438"
Clay;"2,27";"736,8210263";"7,727296748";"485,7268187";"17,35784062";"56,64443044";"1,04873456"
Clay;"2,27";"828,8082888";"8,803956555";"520,762444";"17,56955603";"59,19665721";"1,062242822"
Clay;"2,27";"969,8465645";"5,475653882";"711,6213567";"17,29287551";"53,80843969";"0,564589708"
Clay;"2,27";"1030,378557";"6,164087611";"671,3463711";"17,35784062";"54,18059767";"0,598235238"
Clay;"2,27";"1097,10579";"9,451000019";"706,3819963";"17,4526266";"54,82627387";"0,861448377"
Clay;"2,27";"1292,321128";"12,30829608";"882,0694603";"17,02665415";"51,63701577";"0,952417771"
Clay;"2,27";"1365,323446";"12,88286384";"942,2086225";"17,29287551";"52,47202581";"0,943575962"
Clay;"2,27";"1337,36549";"10,67261124";"952,1407108";"17,51064804";"49,50778854";"0,798032499"
Clay;"2,27";"1480,831888";"10,98836161";"981,9369757";"17,52040392";"49,37281244";"0,742039775"
Clay;"2,27";"1508,119733";"11,53311524";"1059,840393";"17,38602895";"48,59500568";"0,764734721"
Clay;"2,27";"1568,475912";"11,21736487";"1069,676513";"17,17514253";"48,98720761";"0,715176101"
Clay;"2,27";"1761,087565";"14,12526502";"1205,340721";"18,08657084";"46,31824343";"0,802076246"
Clay;"2,27";"1796,183714";"14,12526502";"1215,17684";"17,61933799";"46,04999555";"0,786404248"
Clay;"2,27";"2023,236558";"17,47621462";"1366,299758";"18,14322274";"45,94783608";"0,86377515"
Clay;"2,27";"2077,265244";"18,55076479";"1401,345962";"18,56256537";"46,14406979";"0,893037846"
Clay;"2,27";"2105,524993";"18,36231348";"1435,88326";"18,32983067";"45,82241765";"0,872101426"
Clay;"2,27";"2374,400668";"20,89331102";"1622,476542";"18,42630035";"45,65807715";"0,879940412"
Clay;"2,27";"2447,217371";"23,419314";"1632,14317";"18,15464621";"46,19952328";"0,95697727"
Clay;"2,27";"2501,415404";"20,70485972";"1667,358722";"18,74234757";"46,34725494";"0,827725762"
Clay;"2,27";"2632,701909";"25,06421267";"1748,050249";"18,38986958";"46,18912857";"0,952033824"
Clay;"2,27";"2630,247141";"23,16971044";"1758,225496";"18,40197893";"45,33671728";"0,880894806"
Clay;"2,27";"2728,722629";"26,26606191";"1818,736021";"18,17758723";"46,23005475";"0,962577201"
Clay;"2,27";"3020,169476";"31,17259058";"1948,934718";"18,16610099";"45,07532944";"1,032147064"
Clay;"2,27";"3099,457094";"33,82120789";"1984,073519";"18,47535812";"45,58320944";"1,091197809"
Clay;"2,27";"3281,679447";"34,20029424";"2109,517078";"18,40197893";"44,96873181";"1,042158285"
Clay;"2,27";"3348,780093";"34,32665636";"2145,080183";"18,60047894";"45,24631331";"1,025049582"
Clay;"2,27";"3639,38716";"43,78636012";"2341,055925";"18,31792346";"44,92806978";"1,203124543"
Clay;"2,27";"3611,651771";"35,27374885";"2351,154364";"18,45075968";"44,03669522";"0,976665279"
Clay;"2,27";"3877,12738";"43,21960078";"2496,794799";"18,45075968";"43,55558749";"1,114732546"
Clay;"2,27";"3937,155524";"40,63478792";"2556,804241";"18,80835655";"43,75855044";"1,032084907"
Clay;"2,27";"4130,832904";"24,34496356";"2716,598551";"18,70320449";"42,57726448";"0,589347575"
Clay;"2,27";"4210,00929";"29,20266379";"2751,547009";"18,97082577";"42,95749297";"0,693648441"
Clay;"2,27";"4486,85145";"36,08052717";"2851,654381";"19,05427803";"43,5642488";"0,804139107"
Clay;"2,27";"4465,477072";"34,94787132";"2886,942283";"19,01236291";"42,93223502";"0,782623463"
Clay;"2,27";"4554,223204";"34,3";"2960,016972";"18,95706317";"43,37285324";"0,7531471"
Clay;"2,27";"4777,208716";"35,66036341";"3147,521126";"18,99847545";"43,43453144";"0,746468608"
Clay;"2,27";"4806,364302";"27,59150578";"3182,893889";"19,35871486";"43,29541572";"0,574061891"
Clay;"2,27";"4918,153234";"28,40887973";"3187,575437";"19,11076179";"43,14477824";"0,577633074"
Clay;"2,27";"4972,387538";"36,04577865";"3273,072544";"19,24040634";"43,23432408";"0,724918932"
Clay;"2,27";"5109,509768";"32,07558571";"3328,133019";"19,34376439";"43,2988128";"0,627762489"
Clay;"2,27";"5176,15974";"34,72631265";"3363,166339";"19,41898813";"43,49763697";"0,670889509"
